location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Zeil (Mitte), Frankfurt a.M.;2019-07-10 20:00:00 +0200;Wednesday;3592;25;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 21:00:00 +0200;Wednesday;1959;23;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 22:00:00 +0200;Wednesday;1353;22;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 23:00:00 +0200;Wednesday;710;21;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-11 00:00:00 +0200;Thursday;304;20;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-11 01:00:00 +0200;Thursday;191;20;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-11 02:00:00 +0200;Thursday;101;19;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-11 03:00:00 +0200;Thursday;45;19;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-11 04:00:00 +0200;Thursday;47;19;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-11 05:00:00 +0200;Thursday;116;18;partly-cloudy-night;
