location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 09:00:00 +0200;Sunday;417;16;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 10:00:00 +0200;Sunday;490;19;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 11:00:00 +0200;Sunday;567;20;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 12:00:00 +0200;Sunday;720;21;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 13:00:00 +0200;Sunday;907;23;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 14:00:00 +0200;Sunday;1095;24;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 15:00:00 +0200;Sunday;1354;25;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 16:00:00 +0200;Sunday;1576;25;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 17:00:00 +0200;Sunday;1553;26;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 18:00:00 +0200;Sunday;1312;26;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 19:00:00 +0200;Sunday;1079;25;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 20:00:00 +0200;Sunday;927;23;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 21:00:00 +0200;Sunday;631;20;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 22:00:00 +0200;Sunday;364;17;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 23:00:00 +0200;Sunday;196;15;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 00:00:00 +0200;Monday;80;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 01:00:00 +0200;Monday;35;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 02:00:00 +0200;Monday;17;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 03:00:00 +0200;Monday;22;12;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 04:00:00 +0200;Monday;21;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 05:00:00 +0200;Monday;60;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 06:00:00 +0200;Monday;168;12;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 07:00:00 +0200;Monday;588;12;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 08:00:00 +0200;Monday;1247;15;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 09:00:00 +0200;Monday;2066;17;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 10:00:00 +0200;Monday;2950;19;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 11:00:00 +0200;Monday;3786;21;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 12:00:00 +0200;Monday;4560;22;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 13:00:00 +0200;Monday;8711;24;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 14:00:00 +0200;Monday;12531;24;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 15:00:00 +0200;Monday;13947;25;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 16:00:00 +0200;Monday;14811;26;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 17:00:00 +0200;Monday;12776;26;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 18:00:00 +0200;Monday;12079;26;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 19:00:00 +0200;Monday;10392;25;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 20:00:00 +0200;Monday;9241;23;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 21:00:00 +0200;Monday;8799;20;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 22:00:00 +0200;Monday;8892;18;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-07 23:00:00 +0200;Monday;8904;17;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 00:00:00 +0200;Tuesday;8586;15;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 01:00:00 +0200;Tuesday;7974;14;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 02:00:00 +0200;Tuesday;6982;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 03:00:00 +0200;Tuesday;6183;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 04:00:00 +0200;Tuesday;5006;12;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 05:00:00 +0200;Tuesday;4073;11;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 06:00:00 +0200;Tuesday;3199;11;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 07:00:00 +0200;Tuesday;3195;12;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 08:00:00 +0200;Tuesday;3117;15;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 09:00:00 +0200;Tuesday;1726;18;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 10:00:00 +0200;Tuesday;3025;20;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 11:00:00 +0200;Tuesday;4537;22;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 12:00:00 +0200;Tuesday;5237;24;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 13:00:00 +0200;Tuesday;5492;25;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 14:00:00 +0200;Tuesday;5784;26;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 15:00:00 +0200;Tuesday;6587;27;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 16:00:00 +0200;Tuesday;6476;27;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 17:00:00 +0200;Tuesday;6220;29;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 18:00:00 +0200;Tuesday;5178;29;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 19:00:00 +0200;Tuesday;3761;26;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 20:00:00 +0200;Tuesday;1698;24;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 21:00:00 +0200;Tuesday;762;22;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-08 22:00:00 +0200;Tuesday;542;18;clear-night;
