location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Leipziger Straße (West), Halle (Saale);2020-12-20 03:00:00 +0100;Sunday;5;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-20 04:00:00 +0100;Sunday;3;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-20 05:00:00 +0100;Sunday;8;3;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 06:00:00 +0100;Sunday;5;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-20 07:00:00 +0100;Sunday;21;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-20 08:00:00 +0100;Sunday;28;3;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-20 09:00:00 +0100;Sunday;53;4;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-20 10:00:00 +0100;Sunday;115;4;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 11:00:00 +0100;Sunday;115;5;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 12:00:00 +0100;Sunday;156;6;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 13:00:00 +0100;Sunday;177;8;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 14:00:00 +0100;Sunday;227;8;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 15:00:00 +0100;Sunday;249;8;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 16:00:00 +0100;Sunday;242;8;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 17:00:00 +0100;Sunday;189;7;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 18:00:00 +0100;Sunday;131;6;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 19:00:00 +0100;Sunday;96;6;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 20:00:00 +0100;Sunday;78;6;cloudy;
Leipziger Straße (West), Halle (Saale);2020-12-20 21:00:00 +0100;Sunday;41;6;rain;
Leipziger Straße (West), Halle (Saale);2020-12-20 22:00:00 +0100;Sunday;34;6;rain;
Leipziger Straße (West), Halle (Saale);2020-12-20 23:00:00 +0100;Sunday;15;6;rain;
